"internal_user_id","country_name","country_group","first_purchase_date","first_purchase_week","metric_purchase","metric_purchase_count"
244394,"Canada","Canada","2019-11-23","2019-47",0,0
244394,"Canada","Canada","2019-11-23","2019-47",0,0
244394,"Canada","Canada","2019-11-23","2019-47",34.1040856694632,1
244394,"Canada","Canada","2019-11-23","2019-47",54.61496450027308,2
244394,"Canada","Canada","2019-11-23","2019-47",61.58478171616259,3
244394,"Canada","Canada","2019-11-23","2019-47",23.928351678402954,1
244394,"Canada","Canada","2019-11-23","2019-47",44.47789790611743,2
396056,"Canada","Canada","2020-03-19","2020-12",0,0
396056,"Canada","Canada","2020-03-19","2020-12",0,0
396056,"Canada","Canada","2020-03-19","2020-12",0,0
396056,"Canada","Canada","2020-03-19","2020-12",102.41310887793638,3
64158,"Germany","Germany","2019-08-16","2019-33",50,1
64158,"Germany","Germany","2019-08-16","2019-33",50,1
64158,"Germany","Germany","2019-08-16","2019-33",0,0
87456,"Germany","Germany","2019-08-26","2019-35",0,0
87456,"Germany","Germany","2019-08-26","2019-35",135,1
87456,"Germany","Germany","2019-08-26","2019-35",0,0
87456,"Germany","Germany","2019-08-26","2019-35",0,0
87456,"Germany","Germany","2019-08-26","2019-35",514.0000076293945,7
87456,"Germany","Germany","2019-08-26","2019-35",0,0
87456,"Germany","Germany","2019-08-26","2019-35",0,0
614273,"Canada","Canada","2020-05-27","2020-22",26.393929396238867,2
614273,"Canada","Canada","2020-05-27","2020-22",123.89149713093376,5
614273,"Canada","Canada","2020-05-27","2020-22",13.22226629644321,1
614273,"Canada","Canada","2020-05-27","2020-22",13.041210224308816,1
614273,"Canada","Canada","2020-05-27","2020-22",38.739669421487605,1
614273,"Canada","Canada","2020-05-27","2020-22",32.539372640895486,1
236860,"Canada","Canada","2019-11-16","2019-46",6.8455640744797375,1
236860,"Canada","Canada","2019-11-16","2019-46",0,0
236860,"Canada","Canada","2019-11-16","2019-46",0,0
99088,"Germany","Germany","2019-10-29","2019-44",10,1
99088,"Germany","Germany","2019-10-29","2019-44",0,0
99088,"Germany","Germany","2019-10-29","2019-44",10,1
99088,"Germany","Germany","2019-10-29","2019-44",0,0
99088,"Germany","Germany","2019-10-29","2019-44",0,0
99088,"Germany","Germany","2019-10-29","2019-44",0,0
99088,"Germany","Germany","2019-10-29","2019-44",20,2
99088,"Germany","Germany","2019-10-29","2019-44",15,1
99088,"Germany","Germany","2019-10-29","2019-44",10,1
99088,"Germany","Germany","2019-10-29","2019-44",50,4
99088,"Germany","Germany","2019-10-29","2019-44",0,0
99088,"Germany","Germany","2019-10-29","2019-44",0,0
99088,"Germany","Germany","2019-10-29","2019-44",0,0
99088,"Germany","Germany","2019-10-29","2019-44",35,3
99088,"Germany","Germany","2019-10-29","2019-44",0,0
99088,"Germany","Germany","2019-10-29","2019-44",0,0
99088,"Germany","Germany","2019-10-29","2019-44",30,3
99088,"Germany","Germany","2019-10-29","2019-44",10,1
99088,"Germany","Germany","2019-10-29","2019-44",0,0
99088,"Germany","Germany","2019-10-29","2019-44",15,1
99088,"Germany","Germany","2019-10-29","2019-44",30,2
99088,"Germany","Germany","2019-10-29","2019-44",0,0
99088,"Germany","Germany","2019-10-29","2019-44",39,3
99088,"Germany","Germany","2019-10-29","2019-44",0,0
99088,"Germany","Germany","2019-10-29","2019-44",10,1
99088,"Germany","Germany","2019-10-29","2019-44",10,1
99088,"Germany","Germany","2019-10-29","2019-44",0,0
99088,"Germany","Germany","2019-10-29","2019-44",0,0
99088,"Germany","Germany","2019-10-29","2019-44",0,0
99088,"Germany","Germany","2019-10-29","2019-44",10,1
99088,"Germany","Germany","2019-10-29","2019-44",10,1
99088,"Germany","Germany","2019-10-29","2019-44",0,0
99088,"Germany","Germany","2019-10-29","2019-44",0,0
99088,"Germany","Germany","2019-10-29","2019-44",10,1
99088,"Germany","Germany","2019-10-29","2019-44",0,0
99088,"Germany","Germany","2019-10-29","2019-44",0,0
99088,"Germany","Germany","2019-10-29","2019-44",0,0
99088,"Germany","Germany","2019-10-29","2019-44",0,0
325287,"Canada","Canada","2020-01-24","2020-04",0,0
325287,"Canada","Canada","2020-01-24","2020-04",0,0
325287,"Canada","Canada","2020-01-24","2020-04",6.828735318219066,1
325287,"Canada","Canada","2020-01-24","2020-04",10.347682119205299,1
325287,"Canada","Canada","2020-01-24","2020-04",51.06617900765993,5
325287,"Canada","Canada","2020-01-24","2020-04",0,0
325287,"Canada","Canada","2020-01-24","2020-04",6.847439057792386,1
325287,"Canada","Canada","2020-01-24","2020-04",0,0
325287,"Canada","Canada","2020-01-24","2020-04",31.05375750465807,3
325287,"Canada","Canada","2020-01-24","2020-04",0,0
325287,"Canada","Canada","2020-01-24","2020-04",0,0
325287,"Canada","Canada","2020-01-24","2020-04",0,0
446952,"Canada","Canada","2020-04-08","2020-15",0,0
446952,"Canada","Canada","2020-04-08","2020-15",0,0
446952,"Canada","Canada","2020-04-08","2020-15",12.715366520439952,1
446952,"Canada","Canada","2020-04-08","2020-15",0,0
446952,"Canada","Canada","2020-04-08","2020-15",0,0
446952,"Canada","Canada","2020-04-08","2020-15",0,0
446952,"Canada","Canada","2020-04-08","2020-15",13.129390139828006,1
446952,"Canada","Canada","2020-04-08","2020-15",12.838618564642445,1
446952,"Canada","Canada","2020-04-08","2020-15",0,0
446952,"Canada","Canada","2020-04-08","2020-15",0,0
446952,"Canada","Canada","2020-04-08","2020-15",0,0
446952,"Canada","Canada","2020-04-08","2020-15",0,0
446952,"Canada","Canada","2020-04-08","2020-15",0,0
446952,"Canada","Canada","2020-04-08","2020-15",12.992918859221724,1
446952,"Canada","Canada","2020-04-08","2020-15",0,0
479442,"Canada","Canada","2020-04-17","2020-16",0,0
479442,"Canada","Canada","2020-04-17","2020-16",131.81308903974167,2
479442,"Canada","Canada","2020-04-17","2020-16",0,0
479442,"Canada","Canada","2020-04-17","2020-16",63.41154090044388,1
479442,"Canada","Canada","2020-04-17","2020-16",0,0
479442,"Canada","Canada","2020-04-17","2020-16",0,0
479442,"Canada","Canada","2020-04-17","2020-16",0,0
479442,"Canada","Canada","2020-04-17","2020-16",0,0
479442,"Canada","Canada","2020-04-17","2020-16",29.60136573168184,1
479442,"Canada","Canada","2020-04-17","2020-16",0,0
479442,"Canada","Canada","2020-04-17","2020-16",130.89005235602093,2
479442,"Canada","Canada","2020-04-17","2020-16",127.80369352674293,2
479442,"Canada","Canada","2020-04-17","2020-16",0,0
479442,"Canada","Canada","2020-04-17","2020-16",0,0
479442,"Canada","Canada","2020-04-17","2020-16",0,0
479442,"Canada","Canada","2020-04-17","2020-16",0,0
479442,"Canada","Canada","2020-04-17","2020-16",0,0
479442,"Canada","Canada","2020-04-17","2020-16",0,0
479442,"Canada","Canada","2020-04-17","2020-16",131.81308903974167,2
479442,"Canada","Canada","2020-04-17","2020-16",0,0
479442,"Canada","Canada","2020-04-17","2020-16",185.20968382061122,4
479442,"Canada","Canada","2020-04-17","2020-16",95.52314844297268,2
479442,"Canada","Canada","2020-04-17","2020-16",26.267402153926977,1
479442,"Canada","Canada","2020-04-17","2020-16",63.75924509053813,1
479442,"Canada","Canada","2020-04-17","2020-16",0,0
479442,"Canada","Canada","2020-04-17","2020-16",32.520325203252035,1
479442,"Canada","Canada","2020-04-17","2020-16",52.517560559312024,1
479442,"Canada","Canada","2020-04-17","2020-16",119.06336817039292,2
479442,"Canada","Canada","2020-04-17","2020-16",0,0
479442,"Canada","Canada","2020-04-17","2020-16",127.84454103809767,4
479442,"Canada","Canada","2020-04-17","2020-16",65.44502617801047,1
479442,"Canada","Canada","2020-04-17","2020-16",131.77834881728933,3
479442,"Canada","Canada","2020-04-17","2020-16",0,0
479442,"Canada","Canada","2020-04-17","2020-16",0,0
479442,"Canada","Canada","2020-04-17","2020-16",0,0
479442,"Canada","Canada","2020-04-17","2020-16",51.12147741069717,1
479442,"Canada","Canada","2020-04-17","2020-16",165.81548053326262,4
479442,"Canada","Canada","2020-04-17","2020-16",0,0
479442,"Canada","Canada","2020-04-17","2020-16",0,0
479442,"Canada","Canada","2020-04-17","2020-16",0,0
479442,"Canada","Canada","2020-04-17","2020-16",0,0
479442,"Canada","Canada","2020-04-17","2020-16",0,0
479442,"Canada","Canada","2020-04-17","2020-16",126.9438273563948,2
479442,"Canada","Canada","2020-04-17","2020-16",0,0
479442,"Canada","Canada","2020-04-17","2020-16",0,0
479442,"Canada","Canada","2020-04-17","2020-16",125.80198767140521,2
479442,"Canada","Canada","2020-04-17","2020-16",0,0
479442,"Canada","Canada","2020-04-17","2020-16",0,0
479442,"Canada","Canada","2020-04-17","2020-16",64.2549636959455,1
479442,"Canada","Canada","2020-04-17","2020-16",0,0
247501,"Canada","Canada","2019-11-25","2019-48",27.30748225013654,2
423697,"Germany","Germany","2020-03-31","2020-14",10,1
508425,"Canada","Canada","2020-04-26","2020-17",9.784097580066533,1
508425,"Canada","Canada","2020-04-26","2020-17",16.47663612996771,1
508425,"Canada","Canada","2020-04-26","2020-17",23.134377685240267,2
508425,"Canada","Canada","2020-04-26","2020-17",16.581548053326262,1
651723,"Canada","Canada","2020-06-08","2020-24",9.815469179426776,1
651723,"Canada","Canada","2020-06-08","2020-24",92.3390434948736,8
651723,"Canada","Canada","2020-06-08","2020-24",0,0
651723,"Canada","Canada","2020-06-08","2020-24",19.127773527161438,2
651723,"Canada","Canada","2020-06-08","2020-24",61.69231768296643,3
651723,"Canada","Canada","2020-06-08","2020-24",82.05868837392504,4
651723,"Canada","Canada","2020-06-08","2020-24",6.575054244197515,1
651723,"Canada","Canada","2020-06-08","2020-24",25.78981302385558,3
651723,"Canada","Canada","2020-06-08","2020-24",99.38357026041012,6
651723,"Canada","Canada","2020-06-08","2020-24",14.069194858348789,2
651723,"Canada","Canada","2020-06-08","2020-24",0,0
651723,"Canada","Canada","2020-06-08","2020-24",6.4193092823212226,1
651723,"Canada","Canada","2020-06-08","2020-24",25.523226135783563,4
651723,"Canada","Canada","2020-06-08","2020-24",276.00709732535984,24
651723,"Canada","Canada","2020-06-08","2020-24",52.06299622543278,5
651723,"Canada","Canada","2020-06-08","2020-24",22.59814049586777,3
651723,"Canada","Canada","2020-06-08","2020-24",35.39253539253539,3
651723,"Canada","Canada","2020-06-08","2020-24",148.153025614012,9
651723,"Canada","Canada","2020-06-08","2020-24",256.7638560546362,14
651723,"Canada","Canada","2020-06-08","2020-24",26.113069591330465,4
651723,"Canada","Canada","2020-06-08","2020-24",329.14032457798345,25
651723,"Canada","Canada","2020-06-08","2020-24",9.780907668231613,1
651723,"Canada","Canada","2020-06-08","2020-24",28.305447226066175,2
651723,"Canada","Canada","2020-06-08","2020-24",0,0
651723,"Canada","Canada","2020-06-08","2020-24",29.365700861393893,3
651723,"Canada","Canada","2020-06-08","2020-24",161.43613586465196,8
651723,"Canada","Canada","2020-06-08","2020-24",13.22226629644321,1
651723,"Canada","Canada","2020-06-08","2020-24",248.0903571195404,18
651723,"Canada","Canada","2020-06-08","2020-24",12.88078830424422,1
651723,"Canada","Canada","2020-06-08","2020-24",6.528267397832616,1
651723,"Canada","Canada","2020-06-08","2020-24",6.341154090044388,1
651723,"Canada","Canada","2020-06-08","2020-24",6.390184676337146,1
651723,"Canada","Canada","2020-06-08","2020-24",19.58096729978461,3
651723,"Canada","Canada","2020-06-08","2020-24",6.357683260219976,1
651723,"Canada","Canada","2020-06-08","2020-24",111.59981618853806,9
651723,"Canada","Canada","2020-06-08","2020-24",48.904538341158066,3
651723,"Canada","Canada","2020-06-08","2020-24",13.056534795665232,1
651723,"Canada","Canada","2020-06-08","2020-24",42.569912895409004,4
651723,"Canada","Canada","2020-06-08","2020-24",6.519754857217369,1
651723,"Canada","Canada","2020-06-08","2020-24",118.69247857822914,7
651723,"Canada","Canada","2020-06-08","2020-24",0,0
651723,"Canada","Canada","2020-06-08","2020-24",12.774655084312725,2
651723,"Canada","Canada","2020-06-08","2020-24",69.73942813668928,6
651723,"Canada","Canada","2020-06-08","2020-24",15.63823548576269,1
651723,"Canada","Canada","2020-06-08","2020-24",22.829561020155243,2
651723,"Canada","Canada","2020-06-08","2020-24",0,0
651723,"Canada","Canada","2020-06-08","2020-24",101.91334078506148,8
651723,"Canada","Canada","2020-06-08","2020-24",6.438320885912955,1
651723,"Canada","Canada","2020-06-08","2020-24",52.21932114882507,3
651723,"Canada","Canada","2020-06-08","2020-24",19.17668115571465,3
651723,"Canada","Canada","2020-06-08","2020-24",38.52574804160781,3
651723,"Canada","Canada","2020-06-08","2020-24",9.780907668231613,1
651723,"Canada","Canada","2020-06-08","2020-24",0,0
18675,"Canada","Canada","2019-07-23","2019-30",0,0
18675,"Canada","Canada","2019-07-23","2019-30",6.991051454138703,1
18675,"Canada","Canada","2019-07-23","2019-30",25.25474878508635,3
18675,"Canada","Canada","2019-07-23","2019-30",6.83667190811513,1
18675,"Canada","Canada","2019-07-23","2019-30",39.40886699507389,4
18675,"Canada","Canada","2019-07-23","2019-30",0,0
18675,"Canada","Canada","2019-07-23","2019-30",0,0
18675,"Canada","Canada","2019-07-23","2019-30",13.607293509320998,2
18675,"Canada","Canada","2019-07-23","2019-30",0,0
18675,"Canada","Canada","2019-07-23","2019-30",0,0
18675,"Canada","Canada","2019-07-23","2019-30",0,0
18675,"Canada","Canada","2019-07-23","2019-30",0,0
18675,"Canada","Canada","2019-07-23","2019-30",58.95840157222404,3
18675,"Canada","Canada","2019-07-23","2019-30",12.944146009966992,1
18675,"Canada","Canada","2019-07-23","2019-30",45.61152016680785,4
18675,"Canada","Canada","2019-07-23","2019-30",11.056595950521734,1
18675,"Canada","Canada","2019-07-23","2019-30",0,0
18675,"Canada","Canada","2019-07-23","2019-30",0,0
18675,"Canada","Canada","2019-07-23","2019-30",13.219644391565868,2
18675,"Canada","Canada","2019-07-23","2019-30",0,0
18675,"Canada","Canada","2019-07-23","2019-30",6.911805363560963,1
18675,"Canada","Canada","2019-07-23","2019-30",0,0
18675,"Canada","Canada","2019-07-23","2019-30",0,0
18675,"Canada","Canada","2019-07-23","2019-30",49.07734589713388,3
18675,"Canada","Canada","2019-07-23","2019-30",0,0
18675,"Canada","Canada","2019-07-23","2019-30",0,0
18675,"Canada","Canada","2019-07-23","2019-30",13.265238442661008,2
18675,"Canada","Canada","2019-07-23","2019-30",6.806888571234089,1
18675,"Canada","Canada","2019-07-23","2019-30",65.54368486596317,5
18675,"Canada","Canada","2019-07-23","2019-30",39.024390243902445,3
18675,"Canada","Canada","2019-07-23","2019-30",0,0
18675,"Canada","Canada","2019-07-23","2019-30",13.089005235602095,1
18675,"Canada","Canada","2019-07-23","2019-30",0,0
18675,"Canada","Canada","2019-07-23","2019-30",85.48968227972486,9
18675,"Canada","Canada","2019-07-23","2019-30",6.409845522722902,1
18675,"Canada","Canada","2019-07-23","2019-30",0,0
18675,"Canada","Canada","2019-07-23","2019-30",0,0
18675,"Canada","Canada","2019-07-23","2019-30",16.47663612996771,1
18675,"Canada","Canada","2019-07-23","2019-30",0,0
18675,"Canada","Canada","2019-07-23","2019-30",9.020037368726241,1
18675,"Canada","Canada","2019-07-23","2019-30",19.723865877712033,1
18675,"Canada","Canada","2019-07-23","2019-30",105.25623314255641,3
18675,"Canada","Canada","2019-07-23","2019-30",6.515931452401121,1
18675,"Canada","Canada","2019-07-23","2019-30",0,0
18675,"Canada","Canada","2019-07-23","2019-30",176.70157068062827,11
18675,"Canada","Canada","2019-07-23","2019-30",6.5629717135919154,1
18675,"Canada","Canada","2019-07-23","2019-30",0,0
18675,"Canada","Canada","2019-07-23","2019-30",9.74722204171811,1
18675,"Canada","Canada","2019-07-23","2019-30",12.681504026377528,1
18675,"Canada","Canada","2019-07-23","2019-30",13.089005235602095,2
18675,"Canada","Canada","2019-07-23","2019-30",39.218249558794696,4
18675,"Canada","Canada","2019-07-23","2019-30",6.447453255963895,1
18675,"Canada","Canada","2019-07-23","2019-30",77.95751315533036,9
18675,"Canada","Canada","2019-07-23","2019-30",12.885767669608917,1
18675,"Canada","Canada","2019-07-23","2019-30",27.292576419213976,4
18675,"Canada","Canada","2019-07-23","2019-30",0,0
18675,"Canada","Canada","2019-07-23","2019-30",32.64133698916308,3
18675,"Canada","Canada","2019-07-23","2019-30",12.7000254000508,1
18675,"Canada","Canada","2019-07-23","2019-30",6.552650547146321,1
18675,"Canada","Canada","2019-07-23","2019-30",13.041210224308816,1
18675,"Canada","Canada","2019-07-23","2019-30",0,0
18675,"Canada","Canada","2019-07-23","2019-30",12.931591878960301,1
18675,"Canada","Canada","2019-07-23","2019-30",0,0
18675,"Canada","Canada","2019-07-23","2019-30",0,0
18675,"Canada","Canada","2019-07-23","2019-30",0,0
18675,"Canada","Canada","2019-07-23","2019-30",39.30560104814936,4
18675,"Canada","Canada","2019-07-23","2019-30",6.776445076912653,1
18675,"Canada","Canada","2019-07-23","2019-30",0,0
18675,"Canada","Canada","2019-07-23","2019-30",6.404918977774932,1
18675,"Canada","Canada","2019-07-23","2019-30",26.07222004953722,2
18675,"Canada","Canada","2019-07-23","2019-30",12.694382735639481,2
18675,"Canada","Canada","2019-07-23","2019-30",6.910372469076084,1
18675,"Canada","Canada","2019-07-23","2019-30",13.148379462231281,1
18675,"Canada","Canada","2019-07-23","2019-30",6.544502617801047,1
18675,"Canada","Canada","2019-07-23","2019-30",24.441340782122907,1
18675,"Canada","Canada","2019-07-23","2019-30",16.244314489928527,2
18675,"Canada","Canada","2019-07-23","2019-30",10.195758564437195,1
18675,"Canada","Canada","2019-07-23","2019-30",0,0
18675,"Canada","Canada","2019-07-23","2019-30",25.59836170485089,2
18675,"Canada","Canada","2019-07-23","2019-30",24.991842895308675,2
18675,"Canada","Canada","2019-07-23","2019-30",22.94028970308711,2
18675,"Canada","Canada","2019-07-23","2019-30",0,0
18675,"Canada","Canada","2019-07-23","2019-30",85.62651153670176,8
18675,"Canada","Canada","2019-07-23","2019-30",6.457445434586078,1
18675,"Canada","Canada","2019-07-23","2019-30",45.68892369949742,3
18675,"Canada","Canada","2019-07-23","2019-30",6.853070175438598,1
18675,"Canada","Canada","2019-07-23","2019-30",0,0
18675,"Canada","Canada","2019-07-23","2019-30",6.850253459377998,1
18675,"Canada","Canada","2019-07-23","2019-30",31.70577045022194,3
18675,"Canada","Canada","2019-07-23","2019-30",0,0
18675,"Canada","Canada","2019-07-23","2019-30",0,0
18675,"Canada","Canada","2019-07-23","2019-30",0,0
18675,"Canada","Canada","2019-07-23","2019-30",26.113069591330465,4
18675,"Canada","Canada","2019-07-23","2019-30",0,0
18675,"Canada","Canada","2019-07-23","2019-30",6.565557087518877,1
18675,"Canada","Canada","2019-07-23","2019-30",0,0
18675,"Canada","Canada","2019-07-23","2019-30",29.658284977433915,4
18675,"Canada","Canada","2019-07-23","2019-30",6.913238852402351,1
18675,"Canada","Canada","2019-07-23","2019-30",27.014561507544315,3
18675,"Canada","Canada","2019-07-23","2019-30",0,0
18675,"Canada","Canada","2019-07-23","2019-30",27.314941272876265,3
18675,"Canada","Canada","2019-07-23","2019-30",32.637075718015666,2
18675,"Canada","Canada","2019-07-23","2019-30",6.859181013786955,1
18675,"Canada","Canada","2019-07-23","2019-30",29.541127814613013,3
18675,"Canada","Canada","2019-07-23","2019-30",128.3982967572879,8
18675,"Canada","Canada","2019-07-23","2019-30",39.218249558794696,4
18675,"Canada","Canada","2019-07-23","2019-30",19.561815336463226,3
18675,"Canada","Canada","2019-07-23","2019-30",27.247956403269754,3
18675,"Canada","Canada","2019-07-23","2019-30",0,0
18675,"Canada","Canada","2019-07-23","2019-30",7.9056591343303255,1
18675,"Canada","Canada","2019-07-23","2019-30",0,0
18675,"Canada","Canada","2019-07-23","2019-30",0,0
18675,"Canada","Canada","2019-07-23","2019-30",19.820295983086684,2
18675,"Canada","Canada","2019-07-23","2019-30",0,0
18675,"Canada","Canada","2019-07-23","2019-30",75.90918501138638,5
18675,"Canada","Canada","2019-07-23","2019-30",6.763611768684478,1
18675,"Canada","Canada","2019-07-23","2019-30",52.12745161920897,4
18675,"Canada","Canada","2019-07-23","2019-30",20.61997388136642,3
18675,"Canada","Canada","2019-07-23","2019-30",6.611133148221605,1
18675,"Canada","Canada","2019-07-23","2019-30",0,0
18675,"Canada","Canada","2019-07-23","2019-30",8.380608561113977,1
18675,"Canada","Canada","2019-07-23","2019-30",32.87527122098758,2
18675,"Canada","Canada","2019-07-23","2019-30",78.64211285143195,6
18675,"Canada","Canada","2019-07-23","2019-30",0,0
18675,"Canada","Canada","2019-07-23","2019-30",0,0
18675,"Canada","Canada","2019-07-23","2019-30",19.703139366872456,2
18675,"Canada","Canada","2019-07-23","2019-30",0,0
62872,"Finland","Finland","2019-08-15","2019-33",100,3
62872,"Finland","Finland","2019-08-15","2019-33",50,2
62872,"Finland","Finland","2019-08-15","2019-33",25,1
62872,"Finland","Finland","2019-08-15","2019-33",70,3
62872,"Finland","Finland","2019-08-15","2019-33",20,1
62872,"Finland","Finland","2019-08-15","2019-33",0,0
62872,"Finland","Finland","2019-08-15","2019-33",45,3
62872,"Finland","Finland","2019-08-15","2019-33",0,0
62872,"Finland","Finland","2019-08-15","2019-33",0,0
62872,"Finland","Finland","2019-08-15","2019-33",50,2
62872,"Finland","Finland","2019-08-15","2019-33",0,0
62872,"Finland","Finland","2019-08-15","2019-33",50,2
62872,"Finland","Finland","2019-08-15","2019-33",55,2
62872,"Finland","Finland","2019-08-15","2019-33",0,0
62872,"Finland","Finland","2019-08-15","2019-33",55,2
62872,"Finland","Finland","2019-08-15","2019-33",0,0
62872,"Finland","Finland","2019-08-15","2019-33",0,0
62872,"Finland","Finland","2019-08-15","2019-33",20,1
62872,"Finland","Finland","2019-08-15","2019-33",0,0
62872,"Finland","Finland","2019-08-15","2019-33",0,0
62872,"Finland","Finland","2019-08-15","2019-33",0,0
62872,"Finland","Finland","2019-08-15","2019-33",10,1
62872,"Finland","Finland","2019-08-15","2019-33",15,1
62872,"Finland","Finland","2019-08-15","2019-33",45,2
62872,"Finland","Finland","2019-08-15","2019-33",0,0
62872,"Finland","Finland","2019-08-15","2019-33",75,5
62872,"Finland","Finland","2019-08-15","2019-33",0,0
62872,"Finland","Finland","2019-08-15","2019-33",0,0
62872,"Finland","Finland","2019-08-15","2019-33",55,2
62872,"Finland","Finland","2019-08-15","2019-33",0,0
62872,"Finland","Finland","2019-08-15","2019-33",20,1
62872,"Finland","Finland","2019-08-15","2019-33",115,4
62872,"Finland","Finland","2019-08-15","2019-33",0,0
62872,"Finland","Finland","2019-08-15","2019-33",15,1
62872,"Finland","Finland","2019-08-15","2019-33",45,2
62872,"Finland","Finland","2019-08-15","2019-33",0,0
399065,"Canada","Canada","2020-03-21","2020-12",6.554368486596317,1
399065,"Canada","Canada","2020-03-21","2020-12",0,0
432311,"Canada","Canada","2020-04-02","2020-14",0,0
432311,"Canada","Canada","2020-04-02","2020-14",0,0
432311,"Canada","Canada","2020-04-02","2020-14",45.30451103488448,2
468845,"Canada","Canada","2020-04-14","2020-16",32.771842432981586,1
468845,"Canada","Canada","2020-04-14","2020-16",0,0
473172,"Canada","Canada","2020-04-15","2020-16",0,0
473172,"Canada","Canada","2020-04-15","2020-16",16.048273205803056,1
473172,"Canada","Canada","2020-04-15","2020-16",16.428993888414276,1
473172,"Canada","Canada","2020-04-15","2020-16",19.771963355961248,1
473172,"Canada","Canada","2020-04-15","2020-16",33.04911097891467,1
473172,"Canada","Canada","2020-04-15","2020-16",0,0
473172,"Canada","Canada","2020-04-15","2020-16",0,0
473172,"Canada","Canada","2020-04-15","2020-16",0,0
473172,"Canada","Canada","2020-04-15","2020-16",0,0
473172,"Canada","Canada","2020-04-15","2020-16",13.229263130043659,1
473172,"Canada","Canada","2020-04-15","2020-16",0,0
473172,"Canada","Canada","2020-04-15","2020-16",0,0
473172,"Canada","Canada","2020-04-15","2020-16",0,0
473172,"Canada","Canada","2020-04-15","2020-16",0,0
473172,"Canada","Canada","2020-04-15","2020-16",0,0
473172,"Canada","Canada","2020-04-15","2020-16",0,0
473172,"Canada","Canada","2020-04-15","2020-16",0,0
473172,"Canada","Canada","2020-04-15","2020-16",0,0
473172,"Canada","Canada","2020-04-15","2020-16",0,0
473172,"Canada","Canada","2020-04-15","2020-16",32.590275061921524,1
473172,"Canada","Canada","2020-04-15","2020-16",0,0
473172,"Canada","Canada","2020-04-15","2020-16",209.4240837696335,6
